"","Id","When","Cal","Alberta","Canada","BritishColumbia","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"454",159182,"8/1/1997 12:00:00 AM","Slaughter, calves",98.29,NA,89.29,98.24,66.04,57.63,61.31,84.25,93.63,113.79,98.29,"8/7/2020 9:11:43 AM"
"455",159183,"8/1/1997 12:00:00 AM","Slaughter, cattle",80.01,NA,66.9,69.76,62,65.18,65.18,82.2,70.64,62.46,69.68,"8/7/2020 9:11:43 AM"
"456",159184,"8/1/1997 12:00:00 AM","Hogs",92.5,NA,96.79,93.76,100.61,167.83,98.06,96.81,93.52,97.37,91.87,"8/7/2020 9:11:43 AM"
"457",159185,"9/1/1997 12:00:00 AM","Slaughter, calves",97.86,NA,85.61,97.21,56.82,61.95,65.9,87.12,93.47,112.81,97.86,"8/7/2020 9:11:43 AM"
"458",159186,"9/1/1997 12:00:00 AM","Slaughter, cattle",76.98,NA,65.6,66.54,59.02,61.89,61.89,79.05,66.01,62.12,66.84,"8/7/2020 9:11:43 AM"
"459",159187,"9/1/1997 12:00:00 AM","Hogs",83.28,NA,87.11,85.66,86.2,167.83,83.42,86.24,78.23,87.17,81.99,"8/7/2020 9:11:43 AM"
"460",159188,"10/1/1997 12:00:00 AM","Slaughter, calves",96.62,NA,83.58,96.06,59.78,60.87,64.75,84.08,81.91,112.11,96.62,"8/7/2020 9:11:43 AM"
"461",159189,"10/1/1997 12:00:00 AM","Slaughter, cattle",79.24,NA,59.35,60.52,52.39,55.65,55.65,74.7,57.77,62.07,60.38,"8/7/2020 9:11:43 AM"
"462",159190,"10/1/1997 12:00:00 AM","Hogs",77.46,NA,81.31,78.92,86.18,167.83,83.8,80.47,78.22,81.83,76.81,"8/7/2020 9:11:43 AM"
"463",159191,"11/1/1997 12:00:00 AM","Slaughter, calves",100.25,NA,85.06,96.39,51.5,58.34,62.06,83.42,88.48,111.43,100.25,"8/7/2020 9:11:43 AM"
"464",159192,"11/1/1997 12:00:00 AM","Slaughter, cattle",81.41,NA,58.12,60.65,54.23,56.42,56.42,76.16,59.94,60.32,60.24,"8/7/2020 9:11:43 AM"
"465",159193,"11/1/1997 12:00:00 AM","Hogs",76,NA,77.94,76.92,80.88,167.83,77.89,77.09,76.22,79.29,73.46,"8/7/2020 9:11:43 AM"
"466",159194,"12/1/1997 12:00:00 AM","Slaughter, calves",100.08,NA,78.71,99.1,50.17,50.93,54.18,89.83,84.21,112.24,100.08,"8/7/2020 9:11:43 AM"
"467",159195,"12/1/1997 12:00:00 AM","Slaughter, cattle",80.49,NA,59.74,61.44,54.78,58.28,58.28,77.97,60.61,61.38,61.22,"8/7/2020 9:11:43 AM"
"468",159196,"12/1/1997 12:00:00 AM","Hogs",68.72,NA,74.52,72.94,77.16,167.83,74.19,71.34,68.23,71.59,70.61,"8/7/2020 9:11:43 AM"
"469",159197,"1/1/1998 12:00:00 AM","Slaughter, calves",102.01,NA,79.36,99.93,66.4,57.91,61.61,88.84,78.74,94.97,102.01,"8/7/2020 9:11:43 AM"
"470",159198,"1/1/1998 12:00:00 AM","Slaughter, cattle",79.44,NA,59.69,62.08,54.5,58.88,58.88,78.4,62.68,46.91,62,"8/7/2020 9:11:43 AM"
"471",159199,"1/1/1998 12:00:00 AM","Hogs",64.38,NA,64.19,61.18,63.3,167.83,59.71,58.7,57.53,61.25,60.38,"8/7/2020 9:11:43 AM"
"472",159200,"2/1/1998 12:00:00 AM","Slaughter, calves",102.67,NA,85.84,98.02,61.78,65.5,69.68,81.8,82.06,103.91,102.67,"8/7/2020 9:11:43 AM"
"473",159201,"2/1/1998 12:00:00 AM","Slaughter, cattle",78.08,NA,57.66,61.02,55.5,59.67,59.67,78.93,61.53,47.88,61.17,"8/7/2020 9:11:43 AM"
"474",159202,"2/1/1998 12:00:00 AM","Hogs",63.4,NA,62.16,61.92,66.89,167.83,63.9,60.16,60.88,64.95,60.44,"8/7/2020 9:11:43 AM"
"475",159203,"3/1/1998 12:00:00 AM","Slaughter, calves",99.76,NA,84.9,97.24,61.02,64.82,68.96,78.54,89.66,109.88,99.76,"8/7/2020 9:11:43 AM"
"476",159204,"3/1/1998 12:00:00 AM","Slaughter, cattle",78.94,NA,58.05,61.96,57.41,60.03,60.03,80.76,62.81,50.57,62.33,"8/7/2020 9:11:43 AM"
"477",159205,"3/1/1998 12:00:00 AM","Hogs",55.79,NA,61.2,60.18,63,167.83,60.95,58.69,57.49,60.66,55.76,"8/7/2020 9:11:43 AM"
"478",159206,"4/1/1998 12:00:00 AM","Slaughter, calves",99.07,NA,83.77,99.13,70.39,72.96,77.62,80.69,90.54,102.46,99.07,"8/7/2020 9:11:43 AM"
"479",159207,"4/1/1998 12:00:00 AM","Slaughter, cattle",81.72,NA,61.8,66.11,60.41,62.37,62.37,81.82,65.64,52.35,66.64,"8/7/2020 9:11:43 AM"
"480",159208,"4/1/1998 12:00:00 AM","Hogs",57.24,NA,63.11,60.91,65.51,167.83,62.79,61.03,58.7,61.18,55.87,"8/7/2020 9:11:43 AM"
"481",159209,"5/1/1998 12:00:00 AM","Slaughter, calves",98.82,NA,83,100.06,75.02,69.67,74.12,79.05,89.51,92.59,98.82,"8/7/2020 9:11:43 AM"
"482",159210,"5/1/1998 12:00:00 AM","Slaughter, cattle",82.13,NA,65.95,68.34,62.25,64.61,64.61,83.78,68.96,54.38,68.33,"8/7/2020 9:11:43 AM"
"483",159211,"5/1/1998 12:00:00 AM","Hogs",69.06,NA,77.24,75.3,73.99,167.83,69.87,75.47,70.15,73.71,70.11,"8/7/2020 9:11:43 AM"
"484",159212,"6/1/1998 12:00:00 AM","Slaughter, calves",97.7,NA,83,99.53,73.3,80.8,85.96,83.07,111.09,96.43,97.7,"8/7/2020 9:11:43 AM"
"485",159213,"6/1/1998 12:00:00 AM","Slaughter, cattle",79.18,NA,65.66,67.98,62.33,64.7,64.7,84.99,69.29,55.97,66,"8/7/2020 9:11:43 AM"
"486",159214,"6/1/1998 12:00:00 AM","Hogs",71.53,NA,76.26,75.65,83.5,167.83,80.1,77.4,77.02,75.27,70.58,"8/7/2020 9:11:43 AM"
"487",159215,"7/1/1998 12:00:00 AM","Slaughter, calves",93.97,NA,84.99,95.68,76.84,76.32,81.19,78.21,90.01,100,93.97,"8/7/2020 9:11:43 AM"
"488",159216,"7/1/1998 12:00:00 AM","Slaughter, cattle",76.68,NA,63.94,68.45,61.41,64.48,64.48,82.7,69.12,55.33,67.01,"8/7/2020 9:11:43 AM"
"489",159217,"7/1/1998 12:00:00 AM","Hogs",62.7,NA,67.56,64.44,75.2,167.83,74.92,68.28,68.51,65.6,58.76,"8/7/2020 9:11:43 AM"
"490",159218,"8/1/1998 12:00:00 AM","Slaughter, calves",91.85,NA,78.87,95.19,79.79,66.8,71.06,82.76,99.8,110.94,91.85,"8/7/2020 9:11:43 AM"
"491",159219,"8/1/1998 12:00:00 AM","Slaughter, cattle",77.98,NA,67.27,66.79,58.64,62.35,62.35,81.81,65.68,57.51,65.28,"8/7/2020 9:11:43 AM"
"492",159220,"8/1/1998 12:00:00 AM","Hogs",61.22,NA,67.07,61.03,70.13,167.83,68.52,64.41,64.39,63.53,58.28,"8/7/2020 9:11:43 AM"
"493",159221,"9/1/1998 12:00:00 AM","Slaughter, calves",95.32,NA,78.87,95.91,78.08,67.76,72.09,84.35,97.23,117.47,95.32,"8/7/2020 9:11:43 AM"
"494",159222,"9/1/1998 12:00:00 AM","Slaughter, cattle",75.35,NA,64.96,63.13,56.5,59.85,59.85,79.48,62.69,55.93,60.83,"8/7/2020 9:11:43 AM"
"495",159223,"9/1/1998 12:00:00 AM","Hogs",50.37,NA,56.43,53.72,68.57,167.83,56.3,51.45,54.01,52,49.29,"8/7/2020 9:11:43 AM"
"496",159224,"10/1/1998 12:00:00 AM","Slaughter, calves",100.03,NA,73.83,98.33,77.04,63.05,67.07,89.95,87.57,116.45,100.03,"8/7/2020 9:11:43 AM"
"497",159225,"10/1/1998 12:00:00 AM","Slaughter, cattle",80.21,NA,61.97,61.02,57.13,60.3,60.3,79.59,63.27,53.47,61.18,"8/7/2020 9:11:43 AM"
"498",159226,"10/1/1998 12:00:00 AM","Hogs",47.9,NA,53.53,50.8,66.3,167.83,54.33,49.52,50.98,49.69,47.4,"8/7/2020 9:11:43 AM"
"499",159227,"11/1/1998 12:00:00 AM","Slaughter, calves",104.99,NA,66.63,101.14,66.6,69.45,73.88,95.29,92.09,123.31,104.99,"8/7/2020 9:11:43 AM"
"500",159228,"11/1/1998 12:00:00 AM","Slaughter, cattle",83.27,NA,60.95,61.61,55.44,57.94,57.94,79.6,60.4,53.23,62.18,"8/7/2020 9:11:43 AM"
"501",159229,"11/1/1998 12:00:00 AM","Hogs",29.17,NA,38.52,32.77,55.19,167.83,40.9,30.35,34.02,32.01,28.95,"8/7/2020 9:11:43 AM"
"502",159230,"12/1/1998 12:00:00 AM","Slaughter, calves",103.27,NA,69.4,101.18,67.42,75.26,80.06,91.54,98.26,134.96,103.27,"8/7/2020 9:11:43 AM"
"503",159231,"12/1/1998 12:00:00 AM","Slaughter, cattle",81.45,NA,61.24,62.68,54.36,56.83,56.83,79.3,59.83,54.59,62.98,"8/7/2020 9:11:43 AM"
"504",159232,"12/1/1998 12:00:00 AM","Hogs",24.73,NA,36.1,27.41,48.87,167.83,26.33,21.71,21.79,23.41,25.16,"8/7/2020 9:11:43 AM"
"505",159233,"1/1/1999 12:00:00 AM","Slaughter, calves",103.6,NA,74.1,99.32,92.75,103.88,94.38,86.13,85.14,119.73,102.48,"8/7/2020 9:11:43 AM"
"506",159234,"1/1/1999 12:00:00 AM","Slaughter, cattle",84.37,NA,64,63.96,58.28,64.64,60.3,82.98,62.57,54.91,65.87,"8/7/2020 9:11:43 AM"
"507",159235,"1/1/1999 12:00:00 AM","Hogs",44.44,NA,50.21,50.22,57.12,167.83,35.48,39.46,38.97,42.75,45.22,"8/7/2020 9:11:43 AM"
"508",159236,"2/1/1999 12:00:00 AM","Slaughter, calves",104.09,NA,84.02,101.82,88.49,99.8,90.68,88.5,84.94,116,103.05,"8/7/2020 9:11:43 AM"
"509",159237,"2/1/1999 12:00:00 AM","Slaughter, cattle",83.17,NA,65.47,64.81,62.06,68.4,63.39,84.95,66.75,53.48,66.29,"8/7/2020 9:11:43 AM"
"510",159238,"2/1/1999 12:00:00 AM","Hogs",53.04,NA,56.75,52.54,62.66,167.83,53.58,48.58,48.22,51.16,49.42,"8/7/2020 9:11:43 AM"
"511",159239,"3/1/1999 12:00:00 AM","Slaughter, calves",106.46,NA,88.15,103.42,85.59,98.83,89.8,86.08,85.36,116,105.91,"8/7/2020 9:11:43 AM"
"512",159240,"3/1/1999 12:00:00 AM","Slaughter, cattle",86.86,NA,63.49,67.19,61.25,68.4,63.47,86.48,66.79,54.46,68.57,"8/7/2020 9:11:43 AM"
"513",159241,"3/1/1999 12:00:00 AM","Hogs",46.42,NA,50.62,51.89,62.85,167.83,52.69,48.13,48.52,47.81,47.5,"8/7/2020 9:11:43 AM"
"514",159242,"4/1/1999 12:00:00 AM","Slaughter, calves",103.82,NA,86.54,103.89,91.45,101.6,92.31,94.53,85.96,111,103.15,"8/7/2020 9:11:43 AM"
"515",159243,"4/1/1999 12:00:00 AM","Slaughter, cattle",84.76,NA,64.83,69.36,62.89,70.06,64.87,87.18,68.18,57.51,70.37,"8/7/2020 9:11:43 AM"
"516",159244,"4/1/1999 12:00:00 AM","Hogs",50.38,NA,61.16,57.72,66.54,167.83,53.29,50.48,50.78,56.88,50.11,"8/7/2020 9:11:43 AM"
"517",159245,"5/1/1999 12:00:00 AM","Slaughter, calves",102.49,NA,88.3,103.13,91.3,107.36,97.54,96.18,86.67,104.12,101.88,"8/7/2020 9:11:43 AM"
"518",159246,"5/1/1999 12:00:00 AM","Slaughter, cattle",84.49,NA,67.7,67.67,62.53,69.55,64.3,85.37,69.16,58.88,69.58,"8/7/2020 9:11:43 AM"
"519",159247,"5/1/1999 12:00:00 AM","Hogs",61.22,NA,73.82,68.73,62.35,167.83,67.31,63.77,63.42,63.04,62.14,"8/7/2020 9:11:43 AM"
"520",159248,"6/1/1999 12:00:00 AM","Slaughter, calves",103.22,NA,93.54,102.6,92.87,104.39,94.84,98.53,92.02,116.05,85.61,"8/7/2020 9:11:43 AM"
"521",159249,"6/1/1999 12:00:00 AM","Slaughter, cattle",83.03,NA,67.71,70.79,64.43,71.41,66.07,86.83,70.39,61.48,69.89,"8/7/2020 9:11:43 AM"
"522",159250,"6/1/1999 12:00:00 AM","Hogs",57.27,NA,69.01,63.39,73.31,167.83,66.16,60.14,60.13,60.73,57.37,"8/7/2020 9:11:43 AM"
"523",159251,"7/1/1999 12:00:00 AM","Slaughter, calves",106.28,NA,89.3,101.24,86.96,96.8,87.95,104.24,81.22,119.26,104.84,"8/7/2020 9:11:43 AM"
"524",159252,"7/1/1999 12:00:00 AM","Slaughter, cattle",81.72,NA,68.14,70.43,62.25,69.73,64.57,83.85,68.94,61.03,70.98,"8/7/2020 9:11:43 AM"
"525",159253,"7/1/1999 12:00:00 AM","Hogs",52.84,NA,64.17,59.52,64.2,167.83,66.16,56.24,60.13,57.08,53.86,"8/7/2020 9:11:43 AM"
"526",159254,"8/1/1999 12:00:00 AM","Slaughter, calves",109.56,NA,97.65,106.83,93.54,100.75,91.54,106.96,85.49,123.57,107.89,"8/7/2020 9:11:43 AM"
"527",159255,"8/1/1999 12:00:00 AM","Slaughter, cattle",83.38,NA,67.55,70.02,62.61,69.56,64.43,84.71,68.28,60,70.37,"8/7/2020 9:11:43 AM"
"528",159256,"8/1/1999 12:00:00 AM","Hogs",62.7,NA,75.79,69.85,71.12,167.83,67.56,63.92,63.28,63.78,63.41,"8/7/2020 9:11:43 AM"
"529",159257,"9/1/1999 12:00:00 AM","Slaughter, calves",114.48,NA,102.2,110.55,96.42,105.86,96.17,108.6,89.13,135.74,112.47,"8/7/2020 9:11:43 AM"
"530",159258,"9/1/1999 12:00:00 AM","Slaughter, cattle",83.6,NA,67.28,68.66,59.94,67.49,62.71,84.26,66.37,60.02,70.46,"8/7/2020 9:11:43 AM"
"531",159259,"9/1/1999 12:00:00 AM","Hogs",57.77,NA,69.5,64.96,71.63,167.83,65.37,57.7,60.29,59.97,58.2,"8/7/2020 9:11:43 AM"
"532",159260,"10/1/1999 12:00:00 AM","Slaughter, calves",117.18,NA,103.68,112.13,101.17,109.21,99.22,114.14,90.04,119.49,114.57,"8/7/2020 9:11:43 AM"
"533",159261,"10/1/1999 12:00:00 AM","Slaughter, cattle",86.47,NA,66.73,68.93,60.83,66.45,61.88,85.54,65.29,59.83,70.11,"8/7/2020 9:11:43 AM"
"534",159262,"10/1/1999 12:00:00 AM","Hogs",59.74,NA,70.46,65.02,69.43,168.03,64.25,57.71,57.97,60.49,58.69,"8/7/2020 9:11:43 AM"
"535",159263,"11/1/1999 12:00:00 AM","Slaughter, calves",119.94,NA,104.77,115.66,95.1,107.13,97.33,123.58,88.43,118.58,117.85,"8/7/2020 9:11:43 AM"
"536",159264,"11/1/1999 12:00:00 AM","Slaughter, cattle",89.64,NA,70.35,69.32,60.9,66.76,62.2,89.12,65.26,57.72,69.43,"8/7/2020 9:11:43 AM"
"537",159265,"11/1/1999 12:00:00 AM","Hogs",56.78,NA,67.56,64.15,70.24,168.03,63.54,57.23,57.87,61.95,57.26,"8/7/2020 9:11:43 AM"
"538",159266,"12/1/1999 12:00:00 AM","Slaughter, calves",123.7,NA,106.33,120.13,97.77,109.65,99.62,123.97,89.13,122.9,121.45,"8/7/2020 9:11:43 AM"
"539",159267,"12/1/1999 12:00:00 AM","Slaughter, cattle",93.52,NA,70.26,74.02,65.3,71.73,66.85,93.98,69.75,60.15,71.75,"8/7/2020 9:11:43 AM"
"540",159268,"12/1/1999 12:00:00 AM","Hogs",61.22,NA,73.84,69.17,71.44,168.03,67.6,62.04,61.4,62.01,61.1,"8/7/2020 9:11:43 AM"
"541",159269,"1/1/2000 12:00:00 AM","Slaughter, calves",120.34,NA,113.58,120.09,97.75,105.89,96.21,125.82,92.95,144.85,120.34,"8/7/2020 9:11:43 AM"
"542",159270,"1/1/2000 12:00:00 AM","Slaughter, cattle",89.74,NA,67.15,69.04,66.45,73.46,68.16,94.65,72.14,57.52,69.63,"8/7/2020 9:11:43 AM"
"543",159271,"1/1/2000 12:00:00 AM","Hogs",68.16,NA,71.97,70.7,71.39,168.03,67.41,62.39,61.72,67.32,65.65,"8/7/2020 9:11:43 AM"
"544",159272,"2/1/2000 12:00:00 AM","Slaughter, calves",122.2,NA,113.58,121.51,98.39,103.44,93.98,120.79,89.15,139.07,122.2,"8/7/2020 9:11:43 AM"
"545",159273,"2/1/2000 12:00:00 AM","Slaughter, cattle",87.87,NA,64.74,69.04,66.18,74.24,68.74,94.39,72.9,58.03,67.82,"8/7/2020 9:11:43 AM"
"546",159274,"2/1/2000 12:00:00 AM","Hogs",75.79,NA,80.05,81.99,73.32,168.03,73.18,70.08,67.74,72.9,73.93,"8/7/2020 9:11:43 AM"
"547",159275,"3/1/2000 12:00:00 AM","Slaughter, calves",124.29,NA,109.25,124.03,99.59,110.61,100.49,119.58,93.71,137.54,124.29,"8/7/2020 9:11:43 AM"
"548",159276,"3/1/2000 12:00:00 AM","Slaughter, cattle",93.27,NA,68.73,73,66.28,74.08,68.82,97.42,73.02,61.61,73.58,"8/7/2020 9:11:43 AM"
"549",159277,"3/1/2000 12:00:00 AM","Hogs",71.65,NA,84.01,81.24,74.9,168.03,76.99,73.39,72.09,76.33,72.08,"8/7/2020 9:11:43 AM"
"550",159278,"4/1/2000 12:00:00 AM","Slaughter, calves",127.4,NA,105.33,128.06,104.09,111.54,101.34,128.16,93.18,133.09,127.4,"8/7/2020 9:11:43 AM"
"551",159279,"4/1/2000 12:00:00 AM","Slaughter, cattle",95.25,NA,75.23,81.68,74.4,83.75,76.95,102.68,82.65,63.97,79.66,"8/7/2020 9:11:43 AM"
"552",159280,"4/1/2000 12:00:00 AM","Hogs",82.95,NA,97.94,92.21,81.01,168.03,82.53,82.47,81.99,86.48,82.14,"8/7/2020 9:11:43 AM"
"553",159281,"5/1/2000 12:00:00 AM","Slaughter, calves",122.4,NA,106.83,130.07,111.89,123.58,112.28,138.12,100.95,134.23,122.4,"8/7/2020 9:11:43 AM"
"554",159282,"5/1/2000 12:00:00 AM","Slaughter, cattle",92.67,NA,75.13,84.97,73.17,80.85,74.51,100.65,80,64.91,80.83,"8/7/2020 9:11:43 AM"
"555",159283,"5/1/2000 12:00:00 AM","Hogs",84.46,NA,100.78,92.95,89.15,168.03,93.96,86.88,87.94,88.57,82.82,"8/7/2020 9:11:43 AM"
"556",159284,"6/1/2000 12:00:00 AM","Slaughter, calves",118.38,NA,106.83,124.08,107.05,110.68,100.56,145.05,99.67,134.96,118.38,"8/7/2020 9:11:43 AM"
"557",159285,"6/1/2000 12:00:00 AM","Slaughter, cattle",89.1,NA,73.35,81.56,72.41,79.81,73.87,99.09,78.17,66.34,77.23,"8/7/2020 9:11:43 AM"
"558",159286,"6/1/2000 12:00:00 AM","Hogs",82.99,NA,99.93,93.25,86.58,168.03,87.38,84.03,85.16,85.8,82.33,"8/7/2020 9:11:43 AM"
"559",159287,"7/1/2000 12:00:00 AM","Slaughter, calves",120.15,NA,110.71,122.98,104.36,114.94,104.43,132.78,99.18,134.52,120.15,"8/7/2020 9:11:43 AM"
"560",159288,"7/1/2000 12:00:00 AM","Slaughter, cattle",86.41,NA,74.45,81.84,70.89,81.02,74.7,98.42,80.22,66.95,78.73,"8/7/2020 9:11:43 AM"
"561",159289,"7/1/2000 12:00:00 AM","Hogs",81.99,NA,97.29,92.1,89.72,168.03,94.01,85.89,87.92,87.6,82.24,"8/7/2020 9:11:43 AM"
"562",159290,"8/1/2000 12:00:00 AM","Slaughter, calves",127.15,NA,113.46,126.25,111.51,120.25,109.25,130.32,103.68,138.56,127.15,"8/7/2020 9:11:43 AM"
"563",159291,"8/1/2000 12:00:00 AM","Slaughter, cattle",88.57,NA,74.01,79.03,70.06,78.12,72.17,96.41,77.06,65.54,78.6,"8/7/2020 9:11:43 AM"
"564",159292,"8/1/2000 12:00:00 AM","Hogs",75.56,NA,90.12,82.64,85.27,168.03,87.74,80.14,81.05,80.87,75.08,"8/7/2020 9:11:43 AM"
"565",159293,"9/1/2000 12:00:00 AM","Slaughter, calves",125.13,NA,111.74,129.73,113.44,119.76,108.8,139.19,103.31,149.14,125.13,"8/7/2020 9:11:43 AM"
"566",159294,"9/1/2000 12:00:00 AM","Slaughter, cattle",85.63,NA,71.11,78.66,66.83,73.31,67.89,93.43,72.31,62.39,75.58,"8/7/2020 9:11:43 AM"
"567",159295,"9/1/2000 12:00:00 AM","Hogs",71.63,NA,84.48,79.62,75.14,167.68,76.47,74.43,74,74.69,72.28,"8/7/2020 9:11:43 AM"
"568",159296,"10/1/2000 12:00:00 AM","Slaughter, calves",127.77,NA,109.14,127.87,112.86,121.29,110.2,129.94,104.51,149.03,127.77,"8/7/2020 9:11:43 AM"
"569",159297,"10/1/2000 12:00:00 AM","Slaughter, cattle",89.03,NA,72.06,76.62,66.53,72.69,67.13,92.06,72.35,59.81,75.54,"8/7/2020 9:11:43 AM"
"570",159298,"10/1/2000 12:00:00 AM","Hogs",73.1,NA,82.9,78.69,77.21,168.03,80.73,73.89,74.18,74.08,74.09,"8/7/2020 9:11:43 AM"
"571",159299,"11/1/2000 12:00:00 AM","Slaughter, calves",129.96,NA,108.33,130.26,95.42,109.73,99.69,133.56,99.36,144.81,129.96,"8/7/2020 9:11:43 AM"
"572",159300,"11/1/2000 12:00:00 AM","Slaughter, cattle",93.99,NA,70.61,76.69,66.09,73.52,68.07,95.88,71.86,59.6,74.39,"8/7/2020 9:11:43 AM"
"573",159301,"11/1/2000 12:00:00 AM","Hogs",64.22,NA,75.69,71.25,73.29,168.03,72.29,66.68,66.79,69.13,64.04,"8/7/2020 9:11:43 AM"
"574",159302,"12/1/2000 12:00:00 AM","Slaughter, calves",130.62,NA,108.52,131.81,105.36,114.78,104.28,131.72,99.39,143.14,130.62,"8/7/2020 9:11:43 AM"
"575",159303,"12/1/2000 12:00:00 AM","Slaughter, cattle",100.92,NA,69.12,77.31,65.52,71.09,66.21,100.92,70.37,61.19,76.08,"8/7/2020 9:11:43 AM"
"576",159304,"12/1/2000 12:00:00 AM","Hogs",69.65,NA,81.1,76.97,73.49,168.03,73.88,69.6,69.1,65.88,67.95,"8/7/2020 9:11:43 AM"
"577",159305,"1/1/2001 12:00:00 AM","Slaughter, calves",133.39,NA,108.42,134.91,97.09,111.94,101.71,130.65,100.71,132.4,133.39,"8/7/2020 9:11:43 AM"
"578",159306,"1/1/2001 12:00:00 AM","Slaughter, cattle",99.67,NA,69.32,78.17,72.82,79.83,74.13,107.53,77.07,64.28,75.22,"8/7/2020 9:11:43 AM"
"579",159307,"1/1/2001 12:00:00 AM","Hogs",63.08,NA,71.91,70.17,66.78,168.03,70.76,64.26,64.97,68.46,60.03,"8/7/2020 9:11:43 AM"
"580",159308,"2/1/2001 12:00:00 AM","Slaughter, calves",135.35,NA,118.96,137.9,107.15,120.86,109.8,135.35,101.63,140.76,135.35,"8/7/2020 9:11:43 AM"
"581",159309,"2/1/2001 12:00:00 AM","Slaughter, cattle",106.17,NA,73.69,83.67,75.6,82.36,76.42,111.39,81.08,69.93,81.9,"8/7/2020 9:11:43 AM"
"582",159310,"2/1/2001 12:00:00 AM","Hogs",73.66,NA,74.45,75.18,68.75,168.03,71.72,70.52,69.77,75.12,65.89,"8/7/2020 9:11:43 AM"
"583",159311,"3/1/2001 12:00:00 AM","Slaughter, calves",137.21,NA,125.46,139.49,118.56,127.63,115.96,136.96,107.22,149.24,137.21,"8/7/2020 9:11:43 AM"
"584",159312,"3/1/2001 12:00:00 AM","Slaughter, cattle",110.73,NA,80.43,86.14,78.21,86.41,80.17,115.53,83.78,71.49,84.74,"8/7/2020 9:11:43 AM"
"585",159313,"3/1/2001 12:00:00 AM","Hogs",84.33,NA,91.44,89.18,81.83,168.03,88.8,84.97,84.78,89.78,79.17,"8/7/2020 9:11:43 AM"
"586",159314,"4/1/2001 12:00:00 AM","Slaughter, calves",134.73,NA,126.79,139.66,115.96,118.25,107.44,150.61,104.31,153.36,134.73,"8/7/2020 9:11:43 AM"
"587",159315,"4/1/2001 12:00:00 AM","Slaughter, cattle",106.07,NA,80.4,89.94,80.31,89.71,83.01,117.17,87.18,73.33,89.6,"8/7/2020 9:11:43 AM"
"588",159316,"4/1/2001 12:00:00 AM","Hogs",86.75,NA,97.15,91.79,89.76,168.03,96.6,87.31,88.84,90.87,82.21,"8/7/2020 9:11:43 AM"
"589",159317,"5/1/2001 12:00:00 AM","Slaughter, calves",127.53,NA,123.74,135.43,121.11,123.9,112.56,155.3,104.75,155.6,127.53,"8/7/2020 9:11:43 AM"
"590",159318,"5/1/2001 12:00:00 AM","Slaughter, cattle",100.18,NA,81.64,88.62,79.71,89.31,82.76,114.16,86.89,75.22,85.19,"8/7/2020 9:11:43 AM"
"591",159319,"5/1/2001 12:00:00 AM","Hogs",92.2,NA,101.68,96.14,94.01,168.03,99.39,91.75,92.95,95.4,86.98,"8/7/2020 9:11:43 AM"
"592",159320,"6/1/2001 12:00:00 AM","Slaughter, calves",132.01,NA,106.87,134.73,116.91,120.86,109.8,162.22,107.37,150.35,132.01,"8/7/2020 9:11:43 AM"
"593",159321,"6/1/2001 12:00:00 AM","Slaughter, cattle",95.57,NA,78.63,86.95,79.84,90.44,83.68,112.78,87.42,78.47,84.25,"8/7/2020 9:11:43 AM"
"594",159322,"6/1/2001 12:00:00 AM","Hogs",95.19,NA,104.6,98.85,98.49,168.03,101.9,96.51,96.33,97.55,89.77,"8/7/2020 9:11:43 AM"
"595",159323,"7/1/2001 12:00:00 AM","Slaughter, calves",132.82,NA,132.11,134.28,116.31,122.84,111.6,155.02,107.38,149.71,132.82,"8/7/2020 9:11:43 AM"
"596",159324,"7/1/2001 12:00:00 AM","Slaughter, cattle",94.2,NA,79.44,88.1,79.71,92.02,85.11,109.91,86.53,75.2,82.84,"8/7/2020 9:11:43 AM"
"597",159325,"7/1/2001 12:00:00 AM","Hogs",93.19,NA,106.41,98.46,102.02,168.03,105.38,96.21,97.68,96.53,88.66,"8/7/2020 9:11:43 AM"
"598",159326,"8/1/2001 12:00:00 AM","Slaughter, calves",136.26,NA,136.15,135.82,117.9,120.42,109.4,139.28,106.02,152.6,136.26,"8/7/2020 9:11:43 AM"
"599",159327,"8/1/2001 12:00:00 AM","Slaughter, cattle",93.69,NA,75.29,84.46,78.86,86.36,79.8,105.37,82.03,66.74,81.58,"8/7/2020 9:11:43 AM"
"600",159328,"8/1/2001 12:00:00 AM","Hogs",91.22,NA,103.98,97.22,98.51,168.03,102.29,94.6,95.77,97.93,87.5,"8/7/2020 9:11:43 AM"
"601",159329,"9/1/2001 12:00:00 AM","Slaughter, calves",129.05,NA,131.64,130.98,116.81,128.16,116.44,130.71,108.36,154.1,129.05,"8/7/2020 9:11:43 AM"
"602",159330,"9/1/2001 12:00:00 AM","Slaughter, cattle",89.94,NA,73.01,81.73,77.57,77.61,71.98,101.3,75.84,60.57,72.97,"8/7/2020 9:11:43 AM"
"603",159331,"9/1/2001 12:00:00 AM","Hogs",82.35,NA,95.9,88.79,98.51,169.03,102.29,82.14,86.49,87.46,78.6,"8/7/2020 9:11:43 AM"
"604",159332,"10/1/2001 12:00:00 AM","Slaughter, calves",123.36,NA,125.42,124.68,113.15,117.93,107.15,123.83,103.26,155.22,123.36,"8/7/2020 9:11:43 AM"
